,date,beach_address,beach_name,country_state,country,latitude,longitude,timestamp,datetime,datum,LAT,HAT,date_beach_address
86,2020-04-27,Injidup Western Australia AUSTRALIA,Injidup,Western Australia,AUSTRALIA,-33.6930914,114.9857991,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.49083980560302737,0.4997093963623047,2020-04-27|Injidup Western Australia AUSTRALIA
87,2020-04-27,Near Albany Western Australia AUSTRALIA,Near Albany,Western Australia,AUSTRALIA,-35.0269344,117.8837206,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.5100648880004883,0.5887093353271484,2020-04-27|Near Albany Western Australia AUSTRALIA
88,2020-04-27,Clifton Beach Tasmania AUSTRALIA,Clifton Beach,Tasmania,AUSTRALIA,-42.989444,147.52166699999998,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.7650376892089844,0.7426953125,2020-04-27|Clifton Beach Tasmania AUSTRALIA
89,2020-04-27,20 k off The Spit off the Gold Coast Queensland AUSTRALIA,20 k off The Spit,Queensland,AUSTRALIA,-27.9352516,153.43347680000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8968606567382813,1.1874234771728516,2020-04-27|20 k off The Spit off the Gold Coast Queensland AUSTRALIA
90,2020-04-27,Palm Cove Queensland AUSTRALIA,Palm Cove,Queensland,AUSTRALIA,-16.74405,145.67095,1587913200,2020-04-26T15:00:00+00:00,MSL,-1.49503173828125,1.5479745483398437,2020-04-27|Palm Cove Queensland AUSTRALIA
91,2020-04-27,Coral Bay Western Australia AUSTRALIA,Coral Bay,Western Australia,AUSTRALIA,-23.143670800000002,113.77153590000002,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.7716323089599609,0.7754791259765625,2020-04-27|Coral Bay Western Australia AUSTRALIA
92,2020-04-27,Mindarie Western Australia AUSTRALIA,Mindarie,Western Australia,AUSTRALIA,-31.6900771,115.7060487,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.43866294860839844,0.4656050109863281,2020-04-27|Mindarie Western Australia AUSTRALIA
93,2020-04-27,Kingscliff New South Wales AUSTRALIA,Kingscliff,New South Wales,AUSTRALIA,-28.264593800000004,153.5776602,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8898392486572265,1.171876449584961,2020-04-27|Kingscliff New South Wales AUSTRALIA
94,2020-04-27,Falcon Beach Mandurah Western Australia AUSTRALIA,Falcon Beach,Western Australia,AUSTRALIA,-32.5785751,115.65358130000001,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.43346160888671875,0.4606317520141602,2020-04-27|Falcon Beach Mandurah Western Australia AUSTRALIA
95,2020-04-27,First Sun Beach Byron Bay New South Wales AUSTRALIA,First Sun Beach,New South Wales,AUSTRALIA,-28.6410983,153.611705,1587913200,2020-04-26T15:00:00+00:00,MSL,-0.8891409301757812,1.1658721160888672,2020-04-27|First Sun Beach Byron Bay New South Wales AUSTRALIA
